civilite,prenom,nom,lieu_dit,cp,ville,id_client,code_postal,nom_de_la_commune,c_insee,c_iris,c_qualite_iris,codgeo,id,age_retraite,age_etud,rfmd911,tx_seul,tx_fammono,tx_coupsenf,tx_coupaenf,et_niv0,et_niv1,et_niv2,propr,locat,locat_hlm,h_ind,t_comm,typocom,rev,c_indice_qualite_rev,t_mm,t_m,t_p,t_pp,c_indice_qualite_formation,c_indice_qualite_menage,c_indice_qualite_pcs,c_indice_qualite_logement
Mme,Jacqueline,Martineau,,30000,Nîmes,5283f941-e0c3-4165-8959-34e7ff7eede8,30000.0,NIMES,30189,0000,2,301890000,26493.0,60.84,20.13,57395.0,0.44,0.12,0.23,0.21,0.57,0.28,0.15,0.35,0.65,0.16,0.31,7.0,111.0,20001.63,0.0,0.35,0.27,0.25,0.13,0.0,4.0,0.0,2.0
M.,Michel,Rossi,,49000,Angers,94b2c912-f22b-4e75-b502-9b6caf9287b5,49000.0,ANGERS,49007,0000,2,490070000,42437.0,55.95,18.73,57293.0,0.53,0.09,0.22,0.16,0.52,0.3,0.18,0.25,0.75,0.23,0.24,7.0,111.0,21050.29,1.0,0.32,0.24,0.27,0.17,1.0,4.0,0.0,4.0
M.,Philippe,Pelletier,,29200,Brest,809616d6-b0ff-4085-a081-b0e47b351363,29200.0,BREST,29019,0000,2,290190000,24550.0,56.61,20.25,53821.0,0.52,0.09,0.21,0.18,0.52,0.32,0.15,0.39,0.61,0.16,0.25,7.0,111.0,20100.44,0.0,0.32,0.27,0.25,0.16,1.0,4.0,1.0,2.0
Mme,Christiane,Clément,,34000,Montpellier,cbd03799-8090-4902-b94c-23880fb29f03,34000.0,MONTPELLIER,34172,0000,2,341720000,31260.0,54.48,20.95,57447.0,0.53,0.1,0.2,0.17,0.44,0.33,0.24,0.29,0.71,0.14,0.14,8.0,111.0,19788.96,1.0,0.31,0.23,0.27,0.19,3.0,4.0,1.0,4.0
M.,Antoine,Renaud,,21000,Dijon,270809e8-0cdb-4bff-9704-ba254b43a4aa,21000.0,DIJON,21231,0000,2,212310000,16504.0,55.67,19.71,61471.0,0.54,0.07,0.22,0.16,0.48,0.32,0.19,0.39,0.61,0.11,0.16,7.0,111.0,23286.23,1.0,0.27,0.24,0.31,0.18,2.0,4.0,2.0,2.0
Mme,Laure,Foucher,,63000,Clermont-Ferrand,bcfb225f-7928-4899-b3d6-b861540189fa,63000.0,CLERMONT FERRAND,63113,0000,2,631130000,59919.0,54.95,20.12,54684.0,0.55,0.08,0.21,0.16,0.54,0.29,0.17,0.26,0.74,0.2,0.18,7.0,111.0,20214.23,1.0,0.32,0.26,0.25,0.16,0.0,4.0,0.0,4.0
Mme,Christiane,Nguyen,,21000,Dijon,62ba544c-457d-4ba4-bf33-1792bb082a0f,21000.0,DIJON,21231,0000,2,212310000,16504.0,55.67,19.71,61471.0,0.54,0.07,0.22,0.16,0.48,0.32,0.19,0.39,0.61,0.11,0.16,7.0,111.0,23286.23,1.0,0.27,0.24,0.31,0.18,2.0,4.0,2.0,2.0
M.,Théodore,Nicolas,,13100,Aix-en-Provence,f555dd52-0aca-4810-aa2d-1784ce2057de,13100.0,AIX EN PROVENCE,13001,0000,2,130010000,9737.0,59.59,21.19,79075.0,0.47,0.09,0.24,0.2,0.4,0.32,0.28,0.34,0.66,0.13,0.22,7.0,111.0,27992.02,1.0,0.23,0.23,0.29,0.25,4.0,4.0,3.0,3.0
M.,Théodore,Nicolas,,13100,Aix-en-Provence,f555dd52-0aca-4810-aa2d-1784ce2057de,13100.0,AIX EN PROVENCE,13001,0000,2,130010000,9737.0,59.59,21.19,79075.0,0.47,0.09,0.24,0.2,0.4,0.32,0.28,0.34,0.66,0.13,0.22,7.0,111.0,27992.02,1.0,0.23,0.23,0.29,0.25,4.0,4.0,3.0,3.0
Mme,Dominique,Germain,,31000,Toulouse,91ce0d90-134a-4415-b8c1-782ba76b78a2,31000.0,TOULOUSE,31555,0000,2,315550000,28156.0,53.81,20.79,64674.0,0.55,0.09,0.2,0.16,0.39,0.32,0.28,0.3,0.7,0.12,0.18,8.0,111.0,22742.56,2.0,0.26,0.22,0.27,0.25,4.0,4.0,2.0,3.0
M.,Auguste,Chauvin,,87000,Limoges,3faafc53-91ff-4367-bacd-6bdaeefb82fa,87000.0,LIMOGES,87085,0000,2,870850000,82743.0,57.88,19.88,55183.0,0.52,0.09,0.23,0.16,0.56,0.29,0.15,0.33,0.67,0.18,0.27,7.0,111.0,20391.11,0.0,0.33,0.25,0.28,0.14,0.0,4.0,0.0,3.0
M.,Roger,Georges,,49000,Angers,4b675764-2296-4063-8ed6-a72f715ffdcf,49000.0,ANGERS,49007,0000,2,490070000,42437.0,55.95,18.73,57293.0,0.53,0.09,0.22,0.16,0.52,0.3,0.18,0.25,0.75,0.23,0.24,7.0,111.0,21050.29,1.0,0.32,0.24,0.27,0.17,1.0,4.0,0.0,4.0
M.,Thibault,Bouvet,,66000,Perpignan,cf4cbd7a-2583-4b4d-bf67-7a81346d6d09,66000.0,PERPIGNAN,66136,0000,2,661360000,63239.0,58.4,20.51,50722.0,0.46,0.13,0.22,0.19,0.6,0.27,0.13,0.4,0.6,0.1,0.27,7.0,111.0,17718.75,0.0,0.38,0.26,0.26,0.11,0.0,4.0,0.0,2.0
Mme,Émilie,Blot,,33000,Bordeaux,6516bc98-3b29-4385-bcea-394f60228236,33000.0,BORDEAUX,33063,0000,2,330630000,29517.0,55.26,21.09,69644.0,0.57,0.08,0.19,0.15,0.39,0.33,0.28,0.28,0.72,0.11,0.25,8.0,111.0,24278.42,2.0,0.25,0.23,0.29,0.24,4.0,4.0,2.0,4.0
Mme,Suzanne,Jacquet,,59000,Lille,4bb8e75e-2a6b-415a-991e-c9c4d56ed1c7,59000.0,LILLE,59350,0000,2,593500000,53884.0,53.4,20.47,59281.0,0.56,0.09,0.19,0.17,0.46,0.27,0.27,0.23,0.77,0.18,0.23,8.0,111.0,19794.5,3.0,0.29,0.22,0.26,0.24,3.0,4.0,2.0,4.0
Mme,Hélène,Thomas,,6000,Nice,6f9940e6-c4cc-40ef-9796-bbf15480b358,6000.0,NICE,06088,0000,2,060880000,4480.0,61.38,21.01,62811.0,0.45,0.1,0.24,0.21,0.54,0.3,0.16,0.45,0.55,0.09,0.08,8.0,111.0,22717.1,0.0,0.27,0.29,0.29,0.15,0.0,4.0,2.0,1.0
M.,Stéphane,Turpin,,42000,Saint-Étienne,e09b1993-828b-4d2d-bd7f-36d6eb485bc6,,,,0000,8,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.,Gabriel,Pires,,31000,Toulouse,5f68ab51-a808-48d1-9e72-9f366539d943,31000.0,TOULOUSE,31555,0000,2,315550000,28156.0,53.81,20.79,64674.0,0.55,0.09,0.2,0.16,0.39,0.32,0.28,0.3,0.7,0.12,0.18,8.0,111.0,22742.56,2.0,0.26,0.22,0.27,0.25,4.0,4.0,2.0,3.0
Mme,Laure,Huet,,42000,Saint-Étienne,e9bacf1d-c4f7-41ad-86fe-4fea980f81df,,,,0000,8,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.,Tristan,Blot,,69001,Lyon,14dd0f12-58a4-4182-90f6-49d7943002c6,,,,0000,8,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.,Marc,Royer,,33000,Bordeaux,c1ff8143-6eb3-437e-a6e7-dcacbb386f73,33000.0,BORDEAUX,33063,0000,2,330630000,29517.0,55.26,21.09,69644.0,0.57,0.08,0.19,0.15,0.39,0.33,0.28,0.28,0.72,0.11,0.25,8.0,111.0,24278.42,2.0,0.25,0.23,0.29,0.24,4.0,4.0,2.0,4.0
Mme,Clémence,Rémy,,35000,Rennes,32239817-a77b-4ebc-8d50-d15a7bb21012,35000.0,RENNES,35238,0000,2,352380000,32298.0,55.18,19.8,63135.0,0.55,0.07,0.21,0.16,0.45,0.31,0.24,0.3,0.7,0.18,0.15,8.0,111.0,22884.53,2.0,0.28,0.24,0.26,0.23,3.0,4.0,2.0,3.0
Mme,Lorraine,Perret,,34000,Montpellier,743813f9-4006-4a56-a109-83303040904d,34000.0,MONTPELLIER,34172,0000,2,341720000,31260.0,54.48,20.95,57447.0,0.53,0.1,0.2,0.17,0.44,0.33,0.24,0.29,0.71,0.14,0.14,8.0,111.0,19788.96,1.0,0.31,0.23,0.27,0.19,3.0,4.0,1.0,4.0
M.,Robert,Guillaume,,66000,Perpignan,ce9b44c4-72af-4640-b644-b0d94e453c2b,66000.0,PERPIGNAN,66136,0000,2,661360000,63239.0,58.4,20.51,50722.0,0.46,0.13,0.22,0.19,0.6,0.27,0.13,0.4,0.6,0.1,0.27,7.0,111.0,17718.75,0.0,0.38,0.26,0.26,0.11,0.0,4.0,0.0,2.0
Mme,Olivie,Rousset,,69100,Villeurbanne,25c49dd8-11c5-47c8-a42f-25633ffe57aa,69100.0,VILLEURBANNE,69266,0000,2,692660000,66445.0,53.43,20.4,57605.0,0.48,0.09,0.21,0.22,0.51,0.31,0.18,0.3,0.7,0.18,0.06,7.0,111.0,20557.08,1.0,0.28,0.26,0.29,0.17,2.0,4.0,2.0,3.0
Mme,Christelle,Clerc,,66000,Perpignan,a007b6c8-329c-4288-98be-39f249a4978d,66000.0,PERPIGNAN,66136,0000,2,661360000,63239.0,58.4,20.51,50722.0,0.46,0.13,0.22,0.19,0.6,0.27,0.13,0.4,0.6,0.1,0.27,7.0,111.0,17718.75,0.0,0.38,0.26,0.26,0.11,0.0,4.0,0.0,2.0
Mme,Lucy,Lefebvre,,67000,Strasbourg,62d0545e-4c56-442f-9897-a1697a9cccf7,67000.0,STRASBOURG,67482,0000,2,674820000,64528.0,55.66,20.62,63906.5,0.49,0.1,0.2,0.21,0.5,0.27,0.23,0.22,0.78,0.19,0.07,8.0,111.0,22478.58,1.0,0.32,0.22,0.25,0.21,2.0,4.0,1.0,4.0
M.,Tristan,Bodin,,59000,Lille,0c65cf9e-f3f8-4a80-9d82-72f820659781,59000.0,LILLE,59350,0000,2,593500000,53884.0,53.4,20.47,59281.0,0.56,0.09,0.19,0.17,0.46,0.27,0.27,0.23,0.77,0.18,0.23,8.0,111.0,19794.5,3.0,0.29,0.22,0.26,0.24,3.0,4.0,2.0,4.0
M.,Henri,Lebreton,,44000,Nantes,3efd218c-422c-4a70-aba7-50dd2d8e6751,44000.0,NANTES,44109,0000,2,441090000,39360.0,55.04,20.43,67159.0,0.53,0.08,0.21,0.18,0.43,0.33,0.24,0.32,0.68,0.17,0.22,8.0,111.0,24386.32,1.0,0.27,0.22,0.28,0.23,3.0,4.0,2.0,3.0
Mme,Margot,Bonnet,,67000,Strasbourg,1e19ec5a-9f73-4dce-a0b9-c389357a0d02,67000.0,STRASBOURG,67482,0000,2,674820000,64528.0,55.66,20.62,63906.5,0.49,0.1,0.2,0.21,0.5,0.27,0.23,0.22,0.78,0.19,0.07,8.0,111.0,22478.58,1.0,0.32,0.22,0.25,0.21,2.0,4.0,1.0,4.0
Mme,Jacqueline,Mendès,,67000,Strasbourg,6858cd6e-48df-4098-a3e2-75bc54641ad2,67000.0,STRASBOURG,67482,0000,2,674820000,64528.0,55.66,20.62,63906.5,0.49,0.1,0.2,0.21,0.5,0.27,0.23,0.22,0.78,0.19,0.07,8.0,111.0,22478.58,1.0,0.32,0.22,0.25,0.21,2.0,4.0,1.0,4.0
M.,Michel,Parent,,51100,Reims,dbabe72e-b58b-477e-b41f-208bc93e3d11,51100.0,REIMS,51454,0000,2,514540000,45494.0,56.24,19.38,57380.0,0.48,0.1,0.22,0.2,0.58,0.28,0.15,0.19,0.81,0.29,0.21,7.0,111.0,20913.52,0.0,0.34,0.26,0.25,0.15,0.0,4.0,0.0,4.0
M.,Michel,Parent,,51100,Reims,dbabe72e-b58b-477e-b41f-208bc93e3d11,51100.0,REIMS,51454,0000,2,514540000,45494.0,56.24,19.38,57380.0,0.48,0.1,0.22,0.2,0.58,0.28,0.15,0.19,0.81,0.29,0.21,7.0,111.0,20913.52,0.0,0.34,0.26,0.25,0.15,0.0,4.0,0.0,4.0
M.,François,Traore,,37000,Tours,6272e24e-efe0-4afb-b279-fd59d38bd08b,37000.0,TOURS,37261,0000,2,372610000,33781.0,55.72,19.42,56754.0,0.55,0.08,0.21,0.15,0.52,0.3,0.17,0.26,0.74,0.22,0.22,7.0,111.0,20848.96,0.0,0.31,0.26,0.27,0.17,1.0,4.0,1.0,4.0
M.,Théodore,Baudry,,6000,Nice,3796d5b5-f9ea-4903-8e69-ebbfd5611f71,6000.0,NICE,06088,0000,2,060880000,4480.0,61.38,21.01,62811.0,0.45,0.1,0.24,0.21,0.54,0.3,0.16,0.45,0.55,0.09,0.08,8.0,111.0,22717.1,0.0,0.27,0.29,0.29,0.15,0.0,4.0,2.0,1.0
M.,Alexandre,Bailly,,67000,Strasbourg,3af7dafc-0c86-484b-88b0-50e627ca3eed,67000.0,STRASBOURG,67482,0000,2,674820000,64528.0,55.66,20.62,63906.5,0.49,0.1,0.2,0.21,0.5,0.27,0.23,0.22,0.78,0.19,0.07,8.0,111.0,22478.58,1.0,0.32,0.22,0.25,0.21,2.0,4.0,1.0,4.0
M.,Yves,Dubois,,80000,Amiens,c1b45cb2-d3de-45cb-bd9a-751e4903fa52,80000.0,AMIENS,80021,0000,2,800210000,77450.0,55.26,19.53,56990.0,0.46,0.12,0.21,0.21,0.57,0.26,0.16,0.27,0.73,0.23,0.39,7.0,111.0,19976.59,0.0,0.35,0.25,0.25,0.16,0.0,4.0,0.0,4.0
M.,Thomas,Couturier,,38000,Grenoble,98091b0b-378f-4fca-9536-4eb74af8db5e,38000.0,GRENOBLE,38185,0000,2,381850000,34283.0,53.79,20.47,61190.0,0.52,0.08,0.22,0.17,0.43,0.3,0.28,0.33,0.67,0.14,0.03,7.0,111.0,21950.05,2.0,0.26,0.21,0.27,0.26,4.0,4.0,3.0,3.0
M.,Zacharie,Hardy,,44000,Nantes,174ee06d-44e2-406e-85c9-6142602292a3,44000.0,NANTES,44109,0000,2,441090000,39360.0,55.04,20.43,67159.0,0.53,0.08,0.21,0.18,0.43,0.33,0.24,0.32,0.68,0.17,0.22,8.0,111.0,24386.32,1.0,0.27,0.22,0.28,0.23,3.0,4.0,2.0,3.0
Mme,Aimée,Gilbert,,29200,Brest,137cefb0-c12e-4c88-8170-25bfccce00ed,29200.0,BREST,29019,0000,2,290190000,24550.0,56.61,20.25,53821.0,0.52,0.09,0.21,0.18,0.52,0.32,0.15,0.39,0.61,0.16,0.25,7.0,111.0,20100.44,0.0,0.32,0.27,0.25,0.16,1.0,4.0,1.0,2.0
Mme,Luce,Lecoq,,67000,Strasbourg,baa4e7f0-f2bc-4d29-bd8c-e15c50481c90,67000.0,STRASBOURG,67482,0000,2,674820000,64528.0,55.66,20.62,63906.5,0.49,0.1,0.2,0.21,0.5,0.27,0.23,0.22,0.78,0.19,0.07,8.0,111.0,22478.58,1.0,0.32,0.22,0.25,0.21,2.0,4.0,1.0,4.0
Mme,Suzanne,Denis,,76600,Le Havre,acc70c5f-979e-47dd-b015-31c2f65ad477,76600.0,LE HAVRE,76351,0000,2,763510000,73321.0,59.21,19.63,54242.0,0.42,0.11,0.24,0.23,0.67,0.24,0.09,0.3,0.7,0.25,0.28,7.0,111.0,19466.58,0.0,0.39,0.27,0.24,0.1,2.0,4.0,0.0,3.0
M.,William,Grenier,,38000,Grenoble,7d63dce0-67fb-449e-9680-d164e8b52f76,38000.0,GRENOBLE,38185,0000,2,381850000,34283.0,53.79,20.47,61190.0,0.52,0.08,0.22,0.17,0.43,0.3,0.28,0.33,0.67,0.14,0.03,7.0,111.0,21950.05,2.0,0.26,0.21,0.27,0.26,4.0,4.0,3.0,3.0
Mme,Anastasie,Bonneau,,63000,Clermont-Ferrand,4bb2c12c-5b76-41c4-898b-73a07dca2af4,63000.0,CLERMONT FERRAND,63113,0000,2,631130000,59919.0,54.95,20.12,54684.0,0.55,0.08,0.21,0.16,0.54,0.29,0.17,0.26,0.74,0.2,0.18,7.0,111.0,20214.23,1.0,0.32,0.26,0.25,0.16,0.0,4.0,0.0,4.0
Mme,Isabelle,Simon,,25000,Besançon,436bbcda-4de7-4b04-b28d-a3bdb1542f95,25000.0,BESANCON,25056,0000,2,250560000,20195.0,56.56,19.79,57337.0,0.55,0.09,0.2,0.16,0.52,0.29,0.19,0.29,0.71,0.19,0.13,7.0,111.0,21110.06,0.0,0.31,0.24,0.27,0.18,1.0,4.0,1.0,4.0
M.,Étienne,Guillou,,59000,Lille,23d8441d-98b8-4c8a-8e72-6a1347efab97,59000.0,LILLE,59350,0000,2,593500000,53884.0,53.4,20.47,59281.0,0.56,0.09,0.19,0.17,0.46,0.27,0.27,0.23,0.77,0.18,0.23,8.0,111.0,19794.5,3.0,0.29,0.22,0.26,0.24,3.0,4.0,2.0,4.0
M.,Lucas,Picard,,66000,Perpignan,87c3af0d-424b-4ed6-8be0-afb3860ab87e,66000.0,PERPIGNAN,66136,0000,2,661360000,63239.0,58.4,20.51,50722.0,0.46,0.13,0.22,0.19,0.6,0.27,0.13,0.4,0.6,0.1,0.27,7.0,111.0,17718.75,0.0,0.38,0.26,0.26,0.11,0.0,4.0,0.0,2.0
Mme,Susanne,Rémy,,59000,Lille,cb709b0b-7e38-4e9e-ba96-6f41976c7231,59000.0,LILLE,59350,0000,2,593500000,53884.0,53.4,20.47,59281.0,0.56,0.09,0.19,0.17,0.46,0.27,0.27,0.23,0.77,0.18,0.23,8.0,111.0,19794.5,3.0,0.29,0.22,0.26,0.24,3.0,4.0,2.0,4.0
M.,Jean,Boulay,,63000,Clermont-Ferrand,b188fcbd-8d9d-4704-9929-3586a8df0728,63000.0,CLERMONT FERRAND,63113,0000,2,631130000,59919.0,54.95,20.12,54684.0,0.55,0.08,0.21,0.16,0.54,0.29,0.17,0.26,0.74,0.2,0.18,7.0,111.0,20214.23,1.0,0.32,0.26,0.25,0.16,0.0,4.0,0.0,4.0
M.,Thomas,Dias,,30000,Nîmes,4811f23a-c6fc-4f9b-85cb-b3a219b64a35,30000.0,NIMES,30189,0000,2,301890000,26493.0,60.84,20.13,57395.0,0.44,0.12,0.23,0.21,0.57,0.28,0.15,0.35,0.65,0.16,0.31,7.0,111.0,20001.63,0.0,0.35,0.27,0.25,0.13,0.0,4.0,0.0,2.0
M.,Luc,Robert,,72000,Le Mans,21ae2243-adb6-4bf2-a960-43648fed3d0a,72000.0,LE MANS,72181,0000,2,721810000,69613.0,58.83,19.57,56435.0,0.47,0.09,0.25,0.19,0.6,0.27,0.13,0.37,0.63,0.2,0.43,7.0,111.0,21165.95,0.0,0.33,0.26,0.28,0.14,0.0,4.0,0.0,2.0
Mme,Joséphine,Charrier,,38000,Grenoble,6c4a7e4e-9c6f-4ab1-b2fc-a1952b6498a4,38000.0,GRENOBLE,38185,0000,2,381850000,34283.0,53.79,20.47,61190.0,0.52,0.08,0.22,0.17,0.43,0.3,0.28,0.33,0.67,0.14,0.03,7.0,111.0,21950.05,2.0,0.26,0.21,0.27,0.26,4.0,4.0,3.0,3.0
Mme,Luce,Pages,,13001,Marseille,e7f30c0a-f505-44f3-9193-820de8679a49,,,,0000,8,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mme,Sabine,Nicolas,,29200,Brest,0cbe06c2-72b5-4599-8517-f7b50e9e51b4,29200.0,BREST,29019,0000,2,290190000,24550.0,56.61,20.25,53821.0,0.52,0.09,0.21,0.18,0.52,0.32,0.15,0.39,0.61,0.16,0.25,7.0,111.0,20100.44,0.0,0.32,0.27,0.25,0.16,1.0,4.0,1.0,2.0
Mme,Corinne,Texier,,49000,Angers,a94949d2-cd59-45d4-bdf1-2879f6eaca38,49000.0,ANGERS,49007,0000,2,490070000,42437.0,55.95,18.73,57293.0,0.53,0.09,0.22,0.16,0.52,0.3,0.18,0.25,0.75,0.23,0.24,7.0,111.0,21050.29,1.0,0.32,0.24,0.27,0.17,1.0,4.0,0.0,4.0
Mme,Élodie,Poirier,,59000,Lille,a6a1efb3-2dc4-4628-905c-77a92cefd871,59000.0,LILLE,59350,0000,2,593500000,53884.0,53.4,20.47,59281.0,0.56,0.09,0.19,0.17,0.46,0.27,0.27,0.23,0.77,0.18,0.23,8.0,111.0,19794.5,3.0,0.29,0.22,0.26,0.24,3.0,4.0,2.0,4.0
Mme,Margot,Bègue,,34000,Montpellier,02309f0f-d5e4-4ee7-bc52-aa4180524eb8,34000.0,MONTPELLIER,34172,0000,2,341720000,31260.0,54.48,20.95,57447.0,0.53,0.1,0.2,0.17,0.44,0.33,0.24,0.29,0.71,0.14,0.14,8.0,111.0,19788.96,1.0,0.31,0.23,0.27,0.19,3.0,4.0,1.0,4.0
M.,Matthieu,Normand,,13100,Aix-en-Provence,c674a732-21e3-419e-8d62-8ba2969a2f6f,13100.0,AIX EN PROVENCE,13001,0000,2,130010000,9737.0,59.59,21.19,79075.0,0.47,0.09,0.24,0.2,0.4,0.32,0.28,0.34,0.66,0.13,0.22,7.0,111.0,27992.02,1.0,0.23,0.23,0.29,0.25,4.0,4.0,3.0,3.0
M.,Matthieu,Normand,,13100,Aix-en-Provence,c674a732-21e3-419e-8d62-8ba2969a2f6f,13100.0,AIX EN PROVENCE,13001,0000,2,130010000,9737.0,59.59,21.19,79075.0,0.47,0.09,0.24,0.2,0.4,0.32,0.28,0.34,0.66,0.13,0.22,7.0,111.0,27992.02,1.0,0.23,0.23,0.29,0.25,4.0,4.0,3.0,3.0
M.,Emmanuel,Brunet,,67000,Strasbourg,950ce612-8e59-470d-bf13-35e7f81bf0af,67000.0,STRASBOURG,67482,0000,2,674820000,64528.0,55.66,20.62,63906.5,0.49,0.1,0.2,0.21,0.5,0.27,0.23,0.22,0.78,0.19,0.07,8.0,111.0,22478.58,1.0,0.32,0.22,0.25,0.21,2.0,4.0,1.0,4.0
Mme,Frédérique,Samson,,69100,Villeurbanne,789185d8-507d-4fc7-81c2-e47e00294c46,69100.0,VILLEURBANNE,69266,0000,2,692660000,66445.0,53.43,20.4,57605.0,0.48,0.09,0.21,0.22,0.51,0.31,0.18,0.3,0.7,0.18,0.06,7.0,111.0,20557.08,1.0,0.28,0.26,0.29,0.17,2.0,4.0,2.0,3.0
Mme,Lucy,Petit,,51100,Reims,cd1cd628-0ba2-48ef-8ec0-f60fb282022c,51100.0,REIMS,51454,0000,2,514540000,45494.0,56.24,19.38,57380.0,0.48,0.1,0.22,0.2,0.58,0.28,0.15,0.19,0.81,0.29,0.21,7.0,111.0,20913.52,0.0,0.34,0.26,0.25,0.15,0.0,4.0,0.0,4.0
Mme,Lucy,Petit,,51100,Reims,cd1cd628-0ba2-48ef-8ec0-f60fb282022c,51100.0,REIMS,51454,0000,2,514540000,45494.0,56.24,19.38,57380.0,0.48,0.1,0.22,0.2,0.58,0.28,0.15,0.19,0.81,0.29,0.21,7.0,111.0,20913.52,0.0,0.34,0.26,0.25,0.15,0.0,4.0,0.0,4.0
M.,Thibault,Launay,,34000,Montpellier,78210552-d08d-45e9-8080-f9bae7acb44b,34000.0,MONTPELLIER,34172,0000,2,341720000,31260.0,54.48,20.95,57447.0,0.53,0.1,0.2,0.17,0.44,0.33,0.24,0.29,0.71,0.14,0.14,8.0,111.0,19788.96,1.0,0.31,0.23,0.27,0.19,3.0,4.0,1.0,4.0
Mme,Amélie,Adam,,21000,Dijon,80f58429-bf5d-459e-bac4-8017a7fbfba7,21000.0,DIJON,21231,0000,2,212310000,16504.0,55.67,19.71,61471.0,0.54,0.07,0.22,0.16,0.48,0.32,0.19,0.39,0.61,0.11,0.16,7.0,111.0,23286.23,1.0,0.27,0.24,0.31,0.18,2.0,4.0,2.0,2.0
Mme,Marie,Paul,,30000,Nîmes,08caa5f5-55cf-42fe-ac5d-063c2f6d34eb,30000.0,NIMES,30189,0000,2,301890000,26493.0,60.84,20.13,57395.0,0.44,0.12,0.23,0.21,0.57,0.28,0.15,0.35,0.65,0.16,0.31,7.0,111.0,20001.63,0.0,0.35,0.27,0.25,0.13,0.0,4.0,0.0,2.0
Mme,Marcelle,Navarro,,30000,Nîmes,0536e786-392c-4594-8e8e-e3689b2db5d2,30000.0,NIMES,30189,0000,2,301890000,26493.0,60.84,20.13,57395.0,0.44,0.12,0.23,0.21,0.57,0.28,0.15,0.35,0.65,0.16,0.31,7.0,111.0,20001.63,0.0,0.35,0.27,0.25,0.13,0.0,4.0,0.0,2.0
Mme,Célina,Labbé,,69001,Lyon,fb296813-b0c8-4bba-a96f-656427b565f8,,,,0000,8,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.,Émile,Lefèvre,,74000,Annecy,79b844cb-62cf-4646-83f9-522503901b54,74000.0,ANNECY,74010,0000,2,740100000,70784.0,55.86,20.45,67163.0,0.5,0.08,0.25,0.17,0.48,0.32,0.2,0.43,0.57,0.11,0.05,6.0,111.0,24321.05,0.0,0.26,0.25,0.31,0.18,2.0,4.0,2.0,1.0
M.,Honoré,Léger,,69001,Lyon,296507c4-c0ca-485f-8223-b64309cb5634,,,,0000,8,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mme,Sabine,Poulain,,35000,Rennes,b64cf55a-4741-42c5-966f-cff8d3dee914,35000.0,RENNES,35238,0000,2,352380000,32298.0,55.18,19.8,63135.0,0.55,0.07,0.21,0.16,0.45,0.31,0.24,0.3,0.7,0.18,0.15,8.0,111.0,22884.53,2.0,0.28,0.24,0.26,0.23,3.0,4.0,2.0,3.0
M.,Denis,Le Roux,,74000,Annecy,84a93381-6f77-44fe-9a82-8716bab49744,74000.0,ANNECY,74010,0000,2,740100000,70784.0,55.86,20.45,67163.0,0.5,0.08,0.25,0.17,0.48,0.32,0.2,0.43,0.57,0.11,0.05,6.0,111.0,24321.05,0.0,0.26,0.25,0.31,0.18,2.0,4.0,2.0,1.0
M.,Aimé,Chauveau,,30000,Nîmes,b8080b5b-d922-4edc-863b-90d34080c935,30000.0,NIMES,30189,0000,2,301890000,26493.0,60.84,20.13,57395.0,0.44,0.12,0.23,0.21,0.57,0.28,0.15,0.35,0.65,0.16,0.31,7.0,111.0,20001.63,0.0,0.35,0.27,0.25,0.13,0.0,4.0,0.0,2.0
M.,Guillaume,Turpin,,25000,Besançon,7b58969d-2a94-46ad-ae5e-71085d4d5dc2,25000.0,BESANCON,25056,0000,2,250560000,20195.0,56.56,19.79,57337.0,0.55,0.09,0.2,0.16,0.52,0.29,0.19,0.29,0.71,0.19,0.13,7.0,111.0,21110.06,0.0,0.31,0.24,0.27,0.18,1.0,4.0,1.0,4.0
M.,Grégoire,Guillaume,,87000,Limoges,0976973d-d8f4-4103-8491-c4a316c59be4,87000.0,LIMOGES,87085,0000,2,870850000,82743.0,57.88,19.88,55183.0,0.52,0.09,0.23,0.16,0.56,0.29,0.15,0.33,0.67,0.18,0.27,7.0,111.0,20391.11,0.0,0.33,0.25,0.28,0.14,0.0,4.0,0.0,3.0
Mme,Josette,Leroy,,51100,Reims,d5b580db-bf71-40c5-997b-b4c057103e44,51100.0,REIMS,51454,0000,2,514540000,45494.0,56.24,19.38,57380.0,0.48,0.1,0.22,0.2,0.58,0.28,0.15,0.19,0.81,0.29,0.21,7.0,111.0,20913.52,0.0,0.34,0.26,0.25,0.15,0.0,4.0,0.0,4.0
Mme,Josette,Leroy,,51100,Reims,d5b580db-bf71-40c5-997b-b4c057103e44,51100.0,REIMS,51454,0000,2,514540000,45494.0,56.24,19.38,57380.0,0.48,0.1,0.22,0.2,0.58,0.28,0.15,0.19,0.81,0.29,0.21,7.0,111.0,20913.52,0.0,0.34,0.26,0.25,0.15,0.0,4.0,0.0,4.0
